query,parameter_index,parameters,results,time_seconds
bi16a,41,"{""tagA"": ""David_Hockney"", ""dateA"": ""2011-06-14"", ""tagB"": ""Lucille_Ball"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""5""}",[],1.406498
bi16a,42,"{""tagA"": ""David_Hockney"", ""dateA"": ""2011-06-15"", ""tagB"": ""Lucille_Ball"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""6""}",[],6.431946
bi16a,43,"{""tagA"": ""Kateryna_Bondarenko"", ""dateA"": ""2011-09-18"", ""tagB"": ""Czech_Republic"", ""dateB"": ""2012-06-03"", ""maxKnowsLimit"": ""3""}",[],3.206052
bi16a,44,"{""tagA"": ""Luiz_Inácio_Lula_da_Silva"", ""dateA"": ""2010-04-07"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""4""}",[],0.639456
bi16a,45,"{""tagA"": ""John_Rhys-Davies"", ""dateA"": ""2012-04-20"", ""tagB"": ""Michelangelo"", ""dateB"": ""2012-12-26"", ""maxKnowsLimit"": ""3""}",[],12.349953
bi16a,46,"{""tagA"": ""John_Rhys-Davies"", ""dateA"": ""2012-04-21"", ""tagB"": ""Michelangelo"", ""dateB"": ""2012-12-26"", ""maxKnowsLimit"": ""4""}",[],3.199677
bi16a,47,"{""tagA"": ""Luís_Figo"", ""dateA"": ""2010-09-30"", ""tagB"": ""Roger_Ebert"", ""dateB"": ""2012-12-25"", ""maxKnowsLimit"": ""4""}",[],0.776276
bi16a,48,"{""tagA"": ""Imelda_Marcos"", ""dateA"": ""2012-05-07"", ""tagB"": ""Kuwait"", ""dateB"": ""2012-12-05"", ""maxKnowsLimit"": ""3""}",[],2.010926
bi16a,49,"{""tagA"": ""Imelda_Marcos"", ""dateA"": ""2012-05-08"", ""tagB"": ""Kuwait"", ""dateB"": ""2012-12-05"", ""maxKnowsLimit"": ""4""}",[],29.092832
bi16a,50,"{""tagA"": ""Imelda_Marcos"", ""dateA"": ""2012-05-09"", ""tagB"": ""Kuwait"", ""dateB"": ""2012-12-05"", ""maxKnowsLimit"": ""5""}",[],7.719235
bi16a,51,"{""tagA"": ""Kateryna_Bondarenko"", ""dateA"": ""2011-09-18"", ""tagB"": ""Isaac_Asimov"", ""dateB"": ""2012-12-27"", ""maxKnowsLimit"": ""6""}",[],3.259544
bi16a,52,"{""tagA"": ""Bobby_Hull"", ""dateA"": ""2012-06-21"", ""tagB"": ""Republic_of_Ireland"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""3""}",[],2.376541
bi16a,53,"{""tagA"": ""Bobby_Hull"", ""dateA"": ""2012-06-22"", ""tagB"": ""Republic_of_Ireland"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""4""}",[],1.892932
bi16a,54,"{""tagA"": ""Siad_Barre"", ""dateA"": ""2010-06-16"", ""tagB"": ""Mohammad_Reza_Pahlavi"", ""dateB"": ""2012-12-15"", ""maxKnowsLimit"": ""4""}",[],1.414953
bi16a,55,"{""tagA"": ""Alejandro_Falla"", ""dateA"": ""2012-05-03"", ""tagB"": ""Thailand"", ""dateB"": ""2012-12-14"", ""maxKnowsLimit"": ""4""}",[],1.237856
bi16a,56,"{""tagA"": ""Ehud_Olmert"", ""dateA"": ""2012-08-04"", ""tagB"": ""Imelda_Marcos"", ""dateB"": ""2012-08-24"", ""maxKnowsLimit"": ""5""}",[],1.483934
bi16a,57,"{""tagA"": ""Ehud_Olmert"", ""dateA"": ""2012-08-05"", ""tagB"": ""Imelda_Marcos"", ""dateB"": ""2012-08-24"", ""maxKnowsLimit"": ""6""}",[],3.373317
bi16a,58,"{""tagA"": ""Luís_Figo"", ""dateA"": ""2010-09-30"", ""tagB"": ""14th_Dalai_Lama"", ""dateB"": ""2012-12-25"", ""maxKnowsLimit"": ""4""}",[],0.797305
bi16a,59,"{""tagA"": ""Jawaharlal_Nehru"", ""dateA"": ""2011-04-20"", ""tagB"": ""Katharine_Hepburn"", ""dateB"": ""2011-10-12"", ""maxKnowsLimit"": ""6""}","[{""person.id"": 2199023264745, ""messageCountA"": 11, ""messageCountB"": 1}, {""person.id"": 2199023258370, ""messageCountA"": 5, ""messageCountB"": 1}]",1.518455
bi16a,60,"{""tagA"": ""Toru_Takemitsu"", ""dateA"": ""2011-10-04"", ""tagB"": ""Henry_II_of_England"", ""dateB"": ""2012-09-21"", ""maxKnowsLimit"": ""5""}",[],1.452266
bi16a,61,"{""tagA"": ""Toru_Takemitsu"", ""dateA"": ""2011-10-05"", ""tagB"": ""Henry_II_of_England"", ""dateB"": ""2012-09-21"", ""maxKnowsLimit"": ""6""}",[],1.204395
bi16a,62,"{""tagA"": ""Sonia_Gandhi"", ""dateA"": ""2010-09-14"", ""tagB"": ""Mick_Jagger"", ""dateB"": ""2012-12-13"", ""maxKnowsLimit"": ""4""}",[],1.965077
bi16a,63,"{""tagA"": ""Sonia_Gandhi"", ""dateA"": ""2010-09-15"", ""tagB"": ""Mick_Jagger"", ""dateB"": ""2012-12-13"", ""maxKnowsLimit"": ""5""}",[],1.505693
bi16a,64,"{""tagA"": ""David_Hockney"", ""dateA"": ""2011-06-14"", ""tagB"": ""Johnny_Cash"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""6""}",[],1.412004
bi16a,65,"{""tagA"": ""David_Hockney"", ""dateA"": ""2011-06-15"", ""tagB"": ""Johnny_Cash"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""3""}",[],6.522709
bi16a,66,"{""tagA"": ""Mariano_Rivera"", ""dateA"": ""2011-10-12"", ""tagB"": ""Bing_Crosby"", ""dateB"": ""2012-12-11"", ""maxKnowsLimit"": ""6""}",[],29.952044
bi16a,67,"{""tagA"": ""Mariano_Rivera"", ""dateA"": ""2011-10-13"", ""tagB"": ""Bing_Crosby"", ""dateB"": ""2012-12-11"", ""maxKnowsLimit"": ""3""}",[],10.220405
bi16a,68,"{""tagA"": ""Luís_Figo"", ""dateA"": ""2010-09-30"", ""tagB"": ""Jack_Kerouac"", ""dateB"": ""2012-12-26"", ""maxKnowsLimit"": ""5""}",[],0.773577
bi16a,69,"{""tagA"": ""Joe_Strummer"", ""dateA"": ""2011-10-22"", ""tagB"": ""Bulgaria"", ""dateB"": ""2011-02-02"", ""maxKnowsLimit"": ""3""}",[],11.244591
bi16a,70,"{""tagA"": ""Joe_Strummer"", ""dateA"": ""2011-10-23"", ""tagB"": ""Bulgaria"", ""dateB"": ""2011-02-02"", ""maxKnowsLimit"": ""4""}",[],2.596428
bi16a,71,"{""tagA"": ""Jawaharlal_Nehru"", ""dateA"": ""2011-04-20"", ""tagB"": ""Hilary_Duff"", ""dateB"": ""2012-12-19"", ""maxKnowsLimit"": ""3""}",[],1.466661
bi16a,72,"{""tagA"": ""Vinicius_de_Moraes"", ""dateA"": ""2012-05-19"", ""tagB"": ""Iran"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""6""}",[],0.854968
bi16a,73,"{""tagA"": ""Vinicius_de_Moraes"", ""dateA"": ""2012-05-20"", ""tagB"": ""Iran"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""3""}",[],2.357989
bi16a,74,"{""tagA"": ""Jan_Hus"", ""dateA"": ""2011-06-22"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""4""}",[],3.705685
bi16a,75,"{""tagA"": ""Diosdado_Macapagal"", ""dateA"": ""2012-10-07"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""4""}","[{""person.id"": 17592186044905, ""messageCountA"": 1, ""messageCountB"": 1}]",1.104636
bi16a,76,"{""tagA"": ""Diosdado_Macapagal"", ""dateA"": ""2012-10-08"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""5""}",[],2.969133
bi16a,77,"{""tagA"": ""Enrique_Iglesias"", ""dateA"": ""2012-04-27"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""5""}",[],1.784474
bi16a,78,"{""tagA"": ""Enrique_Iglesias"", ""dateA"": ""2012-04-28"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""6""}",[],13.127444
bi16a,79,"{""tagA"": ""Peter_Hain"", ""dateA"": ""2011-10-11"", ""tagB"": ""Bulgaria"", ""dateB"": ""2011-02-02"", ""maxKnowsLimit"": ""4""}","[{""person.id"": 6597069775480, ""messageCountA"": 3, ""messageCountB"": 1}]",4.801029
bi16a,80,"{""tagA"": ""Peter_Hain"", ""dateA"": ""2011-10-12"", ""tagB"": ""Bulgaria"", ""dateB"": ""2011-02-02"", ""maxKnowsLimit"": ""5""}",[],19.357888
bi16a,81,"{""tagA"": ""Yuvan_Shankar_Raja"", ""dateA"": ""2010-11-23"", ""tagB"": ""Desiderius_Erasmus"", ""dateB"": ""2012-11-23"", ""maxKnowsLimit"": ""6""}",[],1.610346
bi16a,82,"{""tagA"": ""Yoko_Ono"", ""dateA"": ""2011-09-23"", ""tagB"": ""John_the_Baptist"", ""dateB"": ""2012-12-01"", ""maxKnowsLimit"": ""5""}",[],0.947522
bi16a,83,"{""tagA"": ""Chulalongkorn"", ""dateA"": ""2010-12-30"", ""tagB"": ""Dominican_Republic"", ""dateB"": ""2012-12-29"", ""maxKnowsLimit"": ""3""}",[],1.040388
bi16a,84,"{""tagA"": ""Chulalongkorn"", ""dateA"": ""2010-12-30"", ""tagB"": ""Aleister_Crowley"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""5""}",[],1.043947
bi16a,85,"{""tagA"": ""Rubén_Blades"", ""dateA"": ""2010-06-03"", ""tagB"": ""Christopher_Columbus"", ""dateB"": ""2012-10-28"", ""maxKnowsLimit"": ""3""}","[{""person.id"": 694, ""messageCountA"": 9, ""messageCountB"": 1}]",1.746650
bi16a,86,"{""tagA"": ""Paula_Abdul"", ""dateA"": ""2010-05-27"", ""tagB"": ""Leonard_Bernstein"", ""dateB"": ""2012-12-17"", ""maxKnowsLimit"": ""6""}",[],0.994043
bi16a,87,"{""tagA"": ""Tom_Gehrels"", ""dateA"": ""2011-02-02"", ""tagB"": ""Imelda_Marcos"", ""dateB"": ""2012-08-24"", ""maxKnowsLimit"": ""5""}",[],2.554118
bi16a,88,"{""tagA"": ""Tom_Gehrels"", ""dateA"": ""2011-02-03"", ""tagB"": ""Imelda_Marcos"", ""dateB"": ""2012-08-24"", ""maxKnowsLimit"": ""6""}",[],2.523202
bi16a,89,"{""tagA"": ""Rubén_Blades"", ""dateA"": ""2010-06-03"", ""tagB"": ""Romania"", ""dateB"": ""2012-05-08"", ""maxKnowsLimit"": ""6""}",[],1.720989
bi16a,90,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-11"", ""tagB"": ""Sophocles"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""4""}",[],1.874695
bi16a,91,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-12"", ""tagB"": ""Sophocles"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""5""}",[],4.507973
bi16a,92,"{""tagA"": ""Luís_Figo"", ""dateA"": ""2010-09-30"", ""tagB"": ""Fred_Astaire"", ""dateB"": ""2012-12-12"", ""maxKnowsLimit"": ""3""}",[],0.771025
bi16a,93,"{""tagA"": ""Yuvan_Shankar_Raja"", ""dateA"": ""2010-11-23"", ""tagB"": ""Imelda_Marcos"", ""dateB"": ""2012-08-24"", ""maxKnowsLimit"": ""3""}",[],1.805955
bi16a,94,"{""tagA"": ""Siad_Barre"", ""dateA"": ""2010-06-16"", ""tagB"": ""Dominican_Republic"", ""dateB"": ""2012-12-29"", ""maxKnowsLimit"": ""6""}",[],1.413997
bi16a,95,"{""tagA"": ""Yuvan_Shankar_Raja"", ""dateA"": ""2010-11-23"", ""tagB"": ""Martin_Luther_King,_Jr."", ""dateB"": ""2011-02-02"", ""maxKnowsLimit"": ""3""}",[],1.627340
bi16a,96,"{""tagA"": ""Tom_Gehrels"", ""dateA"": ""2011-02-02"", ""tagB"": ""Kuwait"", ""dateB"": ""2012-12-05"", ""maxKnowsLimit"": ""4""}",[],2.452316
bi16a,97,"{""tagA"": ""Tom_Gehrels"", ""dateA"": ""2011-02-03"", ""tagB"": ""Kuwait"", ""dateB"": ""2012-12-05"", ""maxKnowsLimit"": ""5""}",[],2.571825
bi16a,98,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-11"", ""tagB"": ""Muhammad"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""6""}",[],1.895259
bi16a,99,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-12"", ""tagB"": ""Muhammad"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""3""}",[],4.691566
bi16a,100,"{""tagA"": ""Luiz_Inácio_Lula_da_Silva"", ""dateA"": ""2010-04-07"", ""tagB"": ""Jane_Austen"", ""dateB"": ""2012-12-22"", ""maxKnowsLimit"": ""5""}",[],0.605337
bi16a,101,"{""tagA"": ""Carl_Gustaf_Emil_Mannerheim"", ""dateA"": ""2011-12-12"", ""tagB"": ""Edward_III_of_England"", ""dateB"": ""2012-12-07"", ""maxKnowsLimit"": ""3""}",[],3.493712
bi16a,102,"{""tagA"": ""Marc_Gicquel"", ""dateA"": ""2010-12-02"", ""tagB"": ""Aleister_Crowley"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""5""}",[],2.275917
bi16a,103,"{""tagA"": ""Marc_Gicquel"", ""dateA"": ""2012-07-25"", ""tagB"": ""Aleister_Crowley"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""4""}",[],1.510521
bi16a,104,"{""tagA"": ""Marc_Gicquel"", ""dateA"": ""2012-07-26"", ""tagB"": ""Aleister_Crowley"", ""dateB"": ""2012-12-31"", ""maxKnowsLimit"": ""5""}",[],1.194005
bi16a,105,"{""tagA"": ""Belisarius"", ""dateA"": ""2012-11-13"", ""tagB"": ""Arthur_Wellesley,_1st_Duke_of_Wellington"", ""dateB"": ""2012-12-18"", ""maxKnowsLimit"": ""6""}",[],0.701985
bi16a,106,"{""tagA"": ""Belisarius"", ""dateA"": ""2012-11-14"", ""tagB"": ""Arthur_Wellesley,_1st_Duke_of_Wellington"", ""dateB"": ""2012-12-18"", ""maxKnowsLimit"": ""3""}",[],0.880148
bi16a,107,"{""tagA"": ""Gil_Kane"", ""dateA"": ""2011-04-13"", ""tagB"": ""Nelson_Mandela"", ""dateB"": ""2012-11-24"", ""maxKnowsLimit"": ""3""}",[],1.676091
bi16a,108,"{""tagA"": ""Gil_Kane"", ""dateA"": ""2011-04-14"", ""tagB"": ""Nelson_Mandela"", ""dateB"": ""2012-11-24"", ""maxKnowsLimit"": ""4""}",[],9.707505
bi16a,109,"{""tagA"": ""Genghis_Khan"", ""dateA"": ""2011-03-22"", ""tagB"": ""Abraham_Lincoln"", ""dateB"": ""2012-12-12"", ""maxKnowsLimit"": ""3""}",[],5.470166
bi16a,110,"{""tagA"": ""Genghis_Khan"", ""dateA"": ""2012-01-04"", ""tagB"": ""Abraham_Lincoln"", ""dateB"": ""2012-12-12"", ""maxKnowsLimit"": ""6""}",[],2.205795
bi16a,111,"{""tagA"": ""Genghis_Khan"", ""dateA"": ""2012-01-05"", ""tagB"": ""Abraham_Lincoln"", ""dateB"": ""2012-12-12"", ""maxKnowsLimit"": ""3""}",[],7.027417
bi16a,112,"{""tagA"": ""Freddie_Mercury"", ""dateA"": ""2011-01-04"", ""tagB"": ""Mohammad_Reza_Pahlavi"", ""dateB"": ""2012-12-15"", ""maxKnowsLimit"": ""5""}",[],4.164592
bi16a,113,"{""tagA"": ""Freddie_Mercury"", ""dateA"": ""2011-01-05"", ""tagB"": ""Mohammad_Reza_Pahlavi"", ""dateB"": ""2012-12-15"", ""maxKnowsLimit"": ""6""}",[],5.790623
bi16a,114,"{""tagA"": ""Carl_Gustaf_Emil_Mannerheim"", ""dateA"": ""2011-12-12"", ""tagB"": ""Kingdom_of_England"", ""dateB"": ""2012-12-21"", ""maxKnowsLimit"": ""5""}",[],3.519845
bi16a,115,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-11"", ""tagB"": ""Christopher_Columbus"", ""dateB"": ""2012-10-28"", ""maxKnowsLimit"": ""5""}",[],1.919606
bi16a,116,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-12"", ""tagB"": ""Christopher_Columbus"", ""dateB"": ""2012-10-28"", ""maxKnowsLimit"": ""6""}",[],4.673449
bi16a,117,"{""tagA"": ""Peter_Hain"", ""dateA"": ""2011-10-11"", ""tagB"": ""Lucille_Ball"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""4""}",[],4.941424
bi16a,118,"{""tagA"": ""Peter_Hain"", ""dateA"": ""2011-10-12"", ""tagB"": ""Lucille_Ball"", ""dateB"": ""2012-12-30"", ""maxKnowsLimit"": ""5""}",[],21.054618
bi16a,119,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-11"", ""tagB"": ""Muammar_Gaddafi"", ""dateB"": ""2012-04-01"", ""maxKnowsLimit"": ""3""}",[],2.157792
bi16a,120,"{""tagA"": ""Shapur_II"", ""dateA"": ""2010-10-12"", ""tagB"": ""Muammar_Gaddafi"", ""dateB"": ""2012-04-01"", ""maxKnowsLimit"": ""4""}",[],4.739460
bi16a,121,"{""tagA"": ""Haile_Selassie_I"", ""dateA"": ""2010-08-29"", ""tagB"": ""Catherine_the_Great"", ""dateB"": ""2011-10-12"", ""maxKnowsLimit"": ""5""}",[],1.777826
bi16a,122,"{""tagA"": ""Haile_Selassie_I"", ""dateA"": ""2010-08-30"", ""tagB"": ""Catherine_the_Great"", ""dateB"": ""2011-10-12"", ""maxKnowsLimit"": ""6""}",[],2.304200
bi16a,123,"{""tagA"": ""Ho_Chi_Minh"", ""dateA"": ""2010-07-23"", ""tagB"": ""Iran"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""6""}",[],2.006773
bi16a,124,"{""tagA"": ""Ho_Chi_Minh"", ""dateA"": ""2010-10-31"", ""tagB"": ""Iran"", ""dateB"": ""2012-12-16"", ""maxKnowsLimit"": ""6""}",[],2.852625
bi16a,125,"{""tagA"": ""Imelda_Marcos"", ""dateA"": ""2012-05-07"", ""tagB"": ""Paul_Keres"", ""dateB"": ""2012-12-26"", ""maxKnowsLimit"": ""4""}",[],2.218176
bi16a,126,"{""tagA"": ""Imelda_Marcos"", ""dateA"": ""2012-05-08"", ""tagB"": ""Paul_Keres"", ""dateB"": ""2012-12-26"", ""maxKnowsLimit"": ""5""}",[],32.700566
