query,parameter_index,parameters,results,time_seconds
bi2b,66,"{""date"": ""2010-06-27"", ""tagClass"": ""Senator""}","[{""tag.name"": ""John_McCain"", ""countWindow1"": 25, ""countWindow2"": 43, ""diff"": 18}, {""tag.name"": ""John_Kerry"", ""countWindow1"": 19, ""countWindow2"": 29, ""diff"": 10}, {""tag.name"": ""Bob_Dole"", ""countWindow1"": 16, ""countWindow2"": 24, ""diff"": 8}, {""tag.name"": ""Joe_Lieberman"", ""countWindow1"": 9, ""countWindow2"": 16, ""diff"": 7}, {""tag.name"": ""Al_Franken"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Arlen_Specter"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Frist"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Nelson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Carl_Levin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Charles_Sumner"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Grassley"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Schumer"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Eugene_McCarthy"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Franco_Zeffirelli"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Fred_Thompson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Cabot_Lodge,_Jr."", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Jim_Bunning"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Cornyn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Edwards"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Glenn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kay_Bailey_Hutchison"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mary_Landrieu"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Taft"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stephen_A._Douglas"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Daschle"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Harkin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Trent_Lott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.012527
bi2b,67,"{""date"": ""2010-06-11"", ""tagClass"": ""Cricketer""}","[{""tag.name"": ""Muttiah_Muralitharan"", ""countWindow1"": 44, ""countWindow2"": 57, ""diff"": 13}, {""tag.name"": ""Donald_Bradman"", ""countWindow1"": 4, ""countWindow2"": 10, ""diff"": 6}, {""tag.name"": ""Matthew_Hayden"", ""countWindow1"": 0, ""countWindow2"": 6, ""diff"": 6}, {""tag.name"": ""Sourav_Ganguly"", ""countWindow1"": 0, ""countWindow2"": 6, ""diff"": 6}, {""tag.name"": ""Rahul_Dravid"", ""countWindow1"": 0, ""countWindow2"": 1, ""diff"": 1}, {""tag.name"": ""Adam_Gilchrist"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Andrew_Flintoff"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Anil_Kumble"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Brett_Lee"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Glenn_McGrath"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Harbhajan_Singh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Ian_Botham"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kevin_Pietersen"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kumar_Sangakkara"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Len_Hutton"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mahendra_Singh_Dhoni"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Ricky_Ponting"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Sachin_Tendulkar"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Sanath_Jayasuriya"", ""countWindow1"": 1, ""countWindow2"": 1, ""diff"": 0}, {""tag.name"": ""Shane_Warne"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Steve_Waugh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Virender_Sehwag"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""W._G._Grace"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.011820
bi2b,68,"{""date"": ""2010-06-20"", ""tagClass"": ""Senator""}","[{""tag.name"": ""John_McCain"", ""countWindow1"": 21, ""countWindow2"": 45, ""diff"": 24}, {""tag.name"": ""Joe_Lieberman"", ""countWindow1"": 6, ""countWindow2"": 19, ""diff"": 13}, {""tag.name"": ""John_Kerry"", ""countWindow1"": 18, ""countWindow2"": 31, ""diff"": 13}, {""tag.name"": ""Bob_Dole"", ""countWindow1"": 16, ""countWindow2"": 23, ""diff"": 7}, {""tag.name"": ""Al_Franken"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Arlen_Specter"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Frist"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Nelson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Carl_Levin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Charles_Sumner"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Grassley"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Schumer"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Eugene_McCarthy"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Franco_Zeffirelli"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Fred_Thompson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Cabot_Lodge,_Jr."", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Jim_Bunning"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Cornyn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Edwards"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Glenn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kay_Bailey_Hutchison"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mary_Landrieu"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Taft"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stephen_A._Douglas"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Daschle"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Harkin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Trent_Lott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.012280
bi2b,69,"{""date"": ""2010-06-24"", ""tagClass"": ""FictionalCharacter""}","[{""tag.name"": ""Sherlock_Holmes"", ""countWindow1"": 28, ""countWindow2"": 48, ""diff"": 20}, {""tag.name"": ""Donald_Duck"", ""countWindow1"": 15, ""countWindow2"": 30, ""diff"": 15}, {""tag.name"": ""Peter_Pan"", ""countWindow1"": 10, ""countWindow2"": 25, ""diff"": 15}, {""tag.name"": ""Mickey_Mouse"", ""countWindow1"": 13, ""countWindow2"": 26, ""diff"": 13}, {""tag.name"": ""James_Bond"", ""countWindow1"": 36, ""countWindow2"": 46, ""diff"": 10}, {""tag.name"": ""Bugs_Bunny"", ""countWindow1"": 11, ""countWindow2"": 19, ""diff"": 8}, {""tag.name"": ""Tarzan"", ""countWindow1"": 16, ""countWindow2"": 22, ""diff"": 6}]",0.018203
bi2b,70,"{""date"": ""2010-06-15"", ""tagClass"": ""Criminal""}","[{""tag.name"": ""Al_Capone"", ""countWindow1"": 19, ""countWindow2"": 32, ""diff"": 13}, {""tag.name"": ""Bernard_Madoff"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Charles_Manson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Dillinger"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Gotti"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Timothy_McVeigh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.004109
bi2b,71,"{""date"": ""2010-06-27"", ""tagClass"": ""FictionalCharacter""}","[{""tag.name"": ""Sherlock_Holmes"", ""countWindow1"": 30, ""countWindow2"": 46, ""diff"": 16}, {""tag.name"": ""James_Bond"", ""countWindow1"": 34, ""countWindow2"": 47, ""diff"": 13}, {""tag.name"": ""Donald_Duck"", ""countWindow1"": 17, ""countWindow2"": 29, ""diff"": 12}, {""tag.name"": ""Mickey_Mouse"", ""countWindow1"": 13, ""countWindow2"": 25, ""diff"": 12}, {""tag.name"": ""Peter_Pan"", ""countWindow1"": 12, ""countWindow2"": 23, ""diff"": 11}, {""tag.name"": ""Bugs_Bunny"", ""countWindow1"": 11, ""countWindow2"": 19, ""diff"": 8}, {""tag.name"": ""Tarzan"", ""countWindow1"": 15, ""countWindow2"": 23, ""diff"": 8}]",0.016398
bi2b,72,"{""date"": ""2010-06-22"", ""tagClass"": ""Architect""}","[{""tag.name"": ""Frank_Lloyd_Wright"", ""countWindow1"": 23, ""countWindow2"": 40, ""diff"": 17}, {""tag.name"": ""I._M._Pei"", ""countWindow1"": 0, ""countWindow2"": 3, ""diff"": 3}, {""tag.name"": ""Le_Corbusier"", ""countWindow1"": 16, ""countWindow2"": 18, ""diff"": 2}, {""tag.name"": ""Andrea_Palladio"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Antoni_Gaud\u00ed"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Augustus_Welby_Northmore_Pugin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Daniel_Burnham"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Edwin_Lutyens"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Frank_Gehry"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""George_Gilbert_Scott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Hobson_Richardson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Inigo_Jones"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Vanbrugh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Ludwig_Mies_van_der_Rohe"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Norman_Foster,_Baron_Foster_of_Thames_Bank"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Philip_Johnson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Richard_Rogers"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Adam"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stanford_White"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Walter_Gropius"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.006416
bi2b,73,"{""date"": ""2010-06-11"", ""tagClass"": ""Architect""}","[{""tag.name"": ""Frank_Lloyd_Wright"", ""countWindow1"": 26, ""countWindow2"": 37, ""diff"": 11}, {""tag.name"": ""I._M._Pei"", ""countWindow1"": 0, ""countWindow2"": 3, ""diff"": 3}, {""tag.name"": ""Le_Corbusier"", ""countWindow1"": 19, ""countWindow2"": 18, ""diff"": 1}, {""tag.name"": ""Andrea_Palladio"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Antoni_Gaud\u00ed"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Augustus_Welby_Northmore_Pugin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Daniel_Burnham"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Edwin_Lutyens"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Frank_Gehry"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""George_Gilbert_Scott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Hobson_Richardson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Inigo_Jones"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Vanbrugh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Ludwig_Mies_van_der_Rohe"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Norman_Foster,_Baron_Foster_of_Thames_Bank"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Philip_Johnson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Richard_Rogers"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Adam"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stanford_White"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Walter_Gropius"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.005523
bi2b,74,"{""date"": ""2010-06-11"", ""tagClass"": ""Governor""}","[{""tag.name"": ""Benjamin_Franklin"", ""countWindow1"": 27, ""countWindow2"": 33, ""diff"": 6}, {""tag.name"": ""John_C._Fr\u00e9mont"", ""countWindow1"": 9, ""countWindow2"": 10, ""diff"": 1}, {""tag.name"": ""Ambrose_Burnside"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""George_Pataki"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Harold_Alexander,_1st_Earl_Alexander_of_Tunis"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Jeb_Bush"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Buchan,_1st_Baron_Tweedsmuir"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Hancock"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Juan_Bautista_Alvarado"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mario_Cuomo"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Patrick_Henry"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Samuel_Adams"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""William_Bligh"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.007420
bi2b,75,"{""date"": ""2010-06-26"", ""tagClass"": ""Senator""}","[{""tag.name"": ""John_McCain"", ""countWindow1"": 23, ""countWindow2"": 45, ""diff"": 22}, {""tag.name"": ""John_Kerry"", ""countWindow1"": 18, ""countWindow2"": 30, ""diff"": 12}, {""tag.name"": ""Joe_Lieberman"", ""countWindow1"": 7, ""countWindow2"": 18, ""diff"": 11}, {""tag.name"": ""Bob_Dole"", ""countWindow1"": 16, ""countWindow2"": 24, ""diff"": 8}, {""tag.name"": ""Al_Franken"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Arlen_Specter"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Frist"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Nelson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Carl_Levin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Charles_Sumner"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Grassley"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Schumer"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Eugene_McCarthy"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Franco_Zeffirelli"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Fred_Thompson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Cabot_Lodge,_Jr."", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Jim_Bunning"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Cornyn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Edwards"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Glenn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kay_Bailey_Hutchison"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mary_Landrieu"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Taft"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stephen_A._Douglas"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Daschle"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Harkin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Trent_Lott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.012328
bi2b,76,"{""date"": ""2010-06-18"", ""tagClass"": ""Senator""}","[{""tag.name"": ""John_McCain"", ""countWindow1"": 21, ""countWindow2"": 42, ""diff"": 21}, {""tag.name"": ""Joe_Lieberman"", ""countWindow1"": 6, ""countWindow2"": 19, ""diff"": 13}, {""tag.name"": ""John_Kerry"", ""countWindow1"": 17, ""countWindow2"": 28, ""diff"": 11}, {""tag.name"": ""Bob_Dole"", ""countWindow1"": 16, ""countWindow2"": 23, ""diff"": 7}, {""tag.name"": ""Al_Franken"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Arlen_Specter"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Frist"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Bill_Nelson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Carl_Levin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Charles_Sumner"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Grassley"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Chuck_Schumer"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Eugene_McCarthy"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Franco_Zeffirelli"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Fred_Thompson"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Henry_Cabot_Lodge,_Jr."", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Jim_Bunning"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Cornyn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Edwards"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""John_Glenn"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Kay_Bailey_Hutchison"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Mary_Landrieu"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Robert_Taft"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Stephen_A._Douglas"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Daschle"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Tom_Harkin"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}, {""tag.name"": ""Trent_Lott"", ""countWindow1"": 0, ""countWindow2"": 0, ""diff"": 0}]",0.010371
