query,parameter_index,parameters,results,time_seconds
bi10b,47,"{""personId"": ""4676"", ""country"": ""Finland"", ""tagClass"": ""Criminal"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}","[{""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""Al_Capone"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""Henry_V_of_England"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""Hyderabad_State"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""James_Brown"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""James_Madison"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""Republic_of_Macedonia"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 30786325586209, ""tag.name"": ""Russian_Soviet_Federative_Socialist_Republic"", ""messageCount"": 1}]",0.074841
bi10b,48,"{""personId"": ""2199023257807"", ""country"": ""Wales"", ""tagClass"": ""SnookerPlayer"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.072089
bi10b,49,"{""personId"": ""4676"", ""country"": ""Nicaragua"", ""tagClass"": ""Model"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.072918
bi10b,50,"{""personId"": ""4398046516629"", ""country"": ""Austria"", ""tagClass"": ""Athlete"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.071274
bi10b,51,"{""personId"": ""4618"", ""country"": ""Singapore"", ""tagClass"": ""Chancellor"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.001608
bi10b,52,"{""personId"": ""4398046512000"", ""country"": ""Singapore"", ""tagClass"": ""Band"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}","[{""expertCandidatePerson.id"": 28587302325133, ""tag.name"": ""The_Everly_Brothers"", ""messageCount"": 1}]",0.072891
bi10b,53,"{""personId"": ""926"", ""country"": ""Swaziland"", ""tagClass"": ""MartialArtist"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.070200
bi10b,54,"{""personId"": ""4398046513033"", ""country"": ""Singapore"", ""tagClass"": ""Athlete"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.065448
bi10b,55,"{""personId"": ""4398046519737"", ""country"": ""Bolivia"", ""tagClass"": ""Criminal"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}","[{""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""Al_Capone"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""Gilbert_du_Motier,_marquis_de_Lafayette"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""Humayun"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""Jack_Kerouac"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""Silvio_Berlusconi"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209300792, ""tag.name"": ""To_Be_Young,_Gifted_and_Black"", ""messageCount"": 1}]",0.069150
bi10b,56,"{""personId"": ""2199023261954"", ""country"": ""Nicaragua"", ""tagClass"": ""SnookerChamp"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.068655
bi10b,57,"{""personId"": ""8317"", ""country"": ""Croatia"", ""tagClass"": ""Astronaut"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.068273
bi10b,58,"{""personId"": ""8027"", ""country"": ""Nicaragua"", ""tagClass"": ""SnookerPlayer"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.065307
bi10b,59,"{""personId"": ""2199023256330"", ""country"": ""Nicaragua"", ""tagClass"": ""MartialArtist"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.068983
bi10b,60,"{""personId"": ""4398046518680"", ""country"": ""Israel"", ""tagClass"": ""Wrestler"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.073389
bi10b,61,"{""personId"": ""6597069769236"", ""country"": ""Bolivia"", ""tagClass"": ""Model"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.067340
bi10b,62,"{""personId"": ""8027"", ""country"": ""Nicaragua"", ""tagClass"": ""Chancellor"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}","[{""expertCandidatePerson.id"": 19791209306201, ""tag.name"": ""Geoffrey_Chaucer"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209306201, ""tag.name"": ""Joseph_Goebbels"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209306201, ""tag.name"": ""Novgorod_Republic"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209306201, ""tag.name"": ""Ramones_Mania"", ""messageCount"": 1}, {""expertCandidatePerson.id"": 19791209306201, ""tag.name"": ""Thomas_Edison"", ""messageCount"": 1}]",0.066639
bi10b,63,"{""personId"": ""4398046515627"", ""country"": ""Finland"", ""tagClass"": ""SnookerPlayer"", ""minPathDistance"": ""3"", ""maxPathDistance"": ""4""}",[],0.075145
